"year","zone","birthweight","measure","value"
"2007-2009","S01002264","Low Weight Births","Count",1
"2005-2007","S01002264","Live Singleton Births","Count",33
"2000-2002","S01002264","Low Weight Births","Count",0
"2008-2010","S01002264","Low Weight Births","Count",1
"2006-2008","S01002264","Live Singleton Births","Count",36
"2010-2012","S01002264","Low Weight Births","Ratio",0
"2005-2007","S01002264","Low Weight Births","Ratio",0
"2006-2008","S01002264","Low Weight Births","Ratio",0
"2011-2013","S01002264","Low Weight Births","Ratio",0
"2007-2009","S01002264","Low Weight Births","Ratio","3.13"
"2008-2010","S01002264","Low Weight Births","Ratio","3.57"
"2000-2002","S01002264","Low Weight Births","Ratio",0
"2001-2003","S01002264","Low Weight Births","Ratio",0
"2002-2004","S01002264","Low Weight Births","Ratio","3.13"
"2003-2005","S01002264","Low Weight Births","Ratio","3.7"
"2009-2011","S01002264","Low Weight Births","Ratio","3.45"
"2004-2006","S01002264","Low Weight Births","Ratio","3.03"
"2007-2009","S01002265","Live Singleton Births","Count",37
"2008-2010","S01002265","Live Singleton Births","Count",43
"2001-2003","S01002265","Low Weight Births","Count",1
"2002-2004","S01002265","Low Weight Births","Count",2
"2009-2011","S01002265","Low Weight Births","Count",4
"2009-2011","S01002265","Live Singleton Births","Count",62
"2003-2005","S01002265","Low Weight Births","Count",1
"2010-2012","S01002265","Live Singleton Births","Count",68
"2000-2002","S01002265","Live Singleton Births","Count",30
"2004-2006","S01002265","Low Weight Births","Count",1
"2010-2012","S01002265","Low Weight Births","Count",4
"2011-2013","S01002265","Live Singleton Births","Count",80
"2001-2003","S01002265","Live Singleton Births","Count",32
"2005-2007","S01002265","Low Weight Births","Count",1
"2002-2004","S01002265","Live Singleton Births","Count",31
"2011-2013","S01002265","Low Weight Births","Count",4
"2003-2005","S01002265","Live Singleton Births","Count",28
"2006-2008","S01002265","Low Weight Births","Count",1
"2004-2006","S01002265","Live Singleton Births","Count",25
"2007-2009","S01002265","Low Weight Births","Count",2
"2005-2007","S01002265","Live Singleton Births","Count",24
"2000-2002","S01002265","Low Weight Births","Count",1
"2008-2010","S01002265","Low Weight Births","Count",2
"2006-2008","S01002265","Live Singleton Births","Count",32
"2010-2012","S01002265","Low Weight Births","Ratio","5.88"
"2005-2007","S01002265","Low Weight Births","Ratio","4.17"
"2006-2008","S01002265","Low Weight Births","Ratio","3.13"
"2011-2013","S01002265","Low Weight Births","Ratio",5
"2007-2009","S01002265","Low Weight Births","Ratio","5.41"
"2008-2010","S01002265","Low Weight Births","Ratio","4.65"
"2000-2002","S01002265","Low Weight Births","Ratio","3.33"
"2001-2003","S01002265","Low Weight Births","Ratio","3.13"
"2002-2004","S01002265","Low Weight Births","Ratio","6.45"
"2003-2005","S01002265","Low Weight Births","Ratio","3.57"
"2009-2011","S01002265","Low Weight Births","Ratio","6.45"
"2004-2006","S01002265","Low Weight Births","Ratio",4
"2007-2009","S01002266","Live Singleton Births","Count",17
"2008-2010","S01002266","Live Singleton Births","Count",24
"2001-2003","S01002266","Low Weight Births","Count",1
"2002-2004","S01002266","Low Weight Births","Count",1
"2009-2011","S01002266","Low Weight Births","Count",1
"2009-2011","S01002266","Live Singleton Births","Count",33
"2003-2005","S01002266","Low Weight Births","Count",0
"2010-2012","S01002266","Live Singleton Births","Count",32
"2000-2002","S01002266","Live Singleton Births","Count",20
"2004-2006","S01002266","Low Weight Births","Count",0
"2010-2012","S01002266","Low Weight Births","Count",1
"2011-2013","S01002266","Live Singleton Births","Count",29
"2001-2003","S01002266","Live Singleton Births","Count",17
"2005-2007","S01002266","Low Weight Births","Count",0
"2002-2004","S01002266","Live Singleton Births","Count",11
"2011-2013","S01002266","Low Weight Births","Count",1
"2003-2005","S01002266","Live Singleton Births","Count",12
"2006-2008","S01002266","Low Weight Births","Count",0
"2004-2006","S01002266","Live Singleton Births","Count",14
"2007-2009","S01002266","Low Weight Births","Count",1
"2005-2007","S01002266","Live Singleton Births","Count",15
"2000-2002","S01002266","Low Weight Births","Count",1
"2008-2010","S01002266","Low Weight Births","Count",1
"2006-2008","S01002266","Live Singleton Births","Count",14
"2010-2012","S01002266","Low Weight Births","Ratio","3.13"
"2005-2007","S01002266","Low Weight Births","Ratio",0
"2006-2008","S01002266","Low Weight Births","Ratio",0
"2011-2013","S01002266","Low Weight Births","Ratio","3.45"
"2007-2009","S01002266","Low Weight Births","Ratio","5.88"
"2008-2010","S01002266","Low Weight Births","Ratio","4.17"
"2000-2002","S01002266","Low Weight Births","Ratio",5
"2001-2003","S01002266","Low Weight Births","Ratio","5.88"
"2002-2004","S01002266","Low Weight Births","Ratio","9.09"
"2003-2005","S01002266","Low Weight Births","Ratio",0
"2009-2011","S01002266","Low Weight Births","Ratio","3.03"
"2004-2006","S01002266","Low Weight Births","Ratio",0
"2007-2009","S01002267","Live Singleton Births","Count",39
"2008-2010","S01002267","Live Singleton Births","Count",48
"2001-2003","S01002267","Low Weight Births","Count",1
"2002-2004","S01002267","Low Weight Births","Count",0
"2009-2011","S01002267","Low Weight Births","Count",0
"2009-2011","S01002267","Live Singleton Births","Count",51
"2003-2005","S01002267","Low Weight Births","Count",0
"2010-2012","S01002267","Live Singleton Births","Count",61
"2000-2002","S01002267","Live Singleton Births","Count",30
"2004-2006","S01002267","Low Weight Births","Count",0
"2010-2012","S01002267","Low Weight Births","Count",0
"2011-2013","S01002267","Live Singleton Births","Count",59
"2001-2003","S01002267","Live Singleton Births","Count",28
"2005-2007","S01002267","Low Weight Births","Count",0
"2002-2004","S01002267","Live Singleton Births","Count",27
"2011-2013","S01002267","Low Weight Births","Count",1
"2003-2005","S01002267","Live Singleton Births","Count",36
"2006-2008","S01002267","Low Weight Births","Count",0
"2004-2006","S01002267","Live Singleton Births","Count",40
"2007-2009","S01002267","Low Weight Births","Count",0
"2005-2007","S01002267","Live Singleton Births","Count",44
"2000-2002","S01002267","Low Weight Births","Count",1
"2008-2010","S01002267","Low Weight Births","Count",0
"2006-2008","S01002267","Live Singleton Births","Count",42
"2010-2012","S01002267","Low Weight Births","Ratio",0
"2005-2007","S01002267","Low Weight Births","Ratio",0
"2006-2008","S01002267","Low Weight Births","Ratio",0
"2011-2013","S01002267","Low Weight Births","Ratio","1.69"
"2007-2009","S01002267","Low Weight Births","Ratio",0
"2008-2010","S01002267","Low Weight Births","Ratio",0
"2000-2002","S01002267","Low Weight Births","Ratio","3.33"
"2001-2003","S01002267","Low Weight Births","Ratio","3.57"
"2002-2004","S01002267","Low Weight Births","Ratio",0
"2003-2005","S01002267","Low Weight Births","Ratio",0
"2009-2011","S01002267","Low Weight Births","Ratio",0
"2004-2006","S01002267","Low Weight Births","Ratio",0
"2007-2009","S01002268","Live Singleton Births","Count",11
"2008-2010","S01002268","Live Singleton Births","Count",15
"2001-2003","S01002268","Low Weight Births","Count",0
"2002-2004","S01002268","Low Weight Births","Count",0
"2009-2011","S01002268","Low Weight Births","Count",0
"2009-2011","S01002268","Live Singleton Births","Count",16
"2003-2005","S01002268","Low Weight Births","Count",0
"2010-2012","S01002268","Live Singleton Births","Count",15
"2000-2002","S01002268","Live Singleton Births","Count",20
"2004-2006","S01002268","Low Weight Births","Count",0
"2010-2012","S01002268","Low Weight Births","Count",0
"2011-2013","S01002268","Live Singleton Births","Count",15
"2001-2003","S01002268","Live Singleton Births","Count",23
"2005-2007","S01002268","Low Weight Births","Count",1
"2002-2004","S01002268","Live Singleton Births","Count",19
"2011-2013","S01002268","Low Weight Births","Count",0
"2003-2005","S01002268","Live Singleton Births","Count",22
"2006-2008","S01002268","Low Weight Births","Count",1
"2004-2006","S01002268","Live Singleton Births","Count",19
"2007-2009","S01002268","Low Weight Births","Count",1
"2005-2007","S01002268","Live Singleton Births","Count",19
"2000-2002","S01002268","Low Weight Births","Count",0
"2008-2010","S01002268","Low Weight Births","Count",0
"2006-2008","S01002268","Live Singleton Births","Count",16
"2010-2012","S01002268","Low Weight Births","Ratio",0
"2005-2007","S01002268","Low Weight Births","Ratio","5.26"
"2006-2008","S01002268","Low Weight Births","Ratio","6.25"
"2011-2013","S01002268","Low Weight Births","Ratio",0
"2007-2009","S01002268","Low Weight Births","Ratio","9.09"
"2008-2010","S01002268","Low Weight Births","Ratio",0
"2000-2002","S01002268","Low Weight Births","Ratio",0
"2001-2003","S01002268","Low Weight Births","Ratio",0
"2002-2004","S01002268","Low Weight Births","Ratio",0
"2003-2005","S01002268","Low Weight Births","Ratio",0
"2009-2011","S01002268","Low Weight Births","Ratio",0
"2004-2006","S01002268","Low Weight Births","Ratio",0
"2007-2009","S01002269","Live Singleton Births","Count",26
"2008-2010","S01002269","Live Singleton Births","Count",26
"2001-2003","S01002269","Low Weight Births","Count",1
"2002-2004","S01002269","Low Weight Births","Count",1
"2009-2011","S01002269","Low Weight Births","Count",1
"2009-2011","S01002269","Live Singleton Births","Count",29
"2003-2005","S01002269","Low Weight Births","Count",0
"2010-2012","S01002269","Live Singleton Births","Count",30
"2000-2002","S01002269","Live Singleton Births","Count",38
"2004-2006","S01002269","Low Weight Births","Count",1
"2010-2012","S01002269","Low Weight Births","Count",1
"2011-2013","S01002269","Live Singleton Births","Count",30
"2001-2003","S01002269","Live Singleton Births","Count",28
"2005-2007","S01002269","Low Weight Births","Count",1
"2002-2004","S01002269","Live Singleton Births","Count",23
"2011-2013","S01002269","Low Weight Births","Count",1
"2003-2005","S01002269","Live Singleton Births","Count",30
"2006-2008","S01002269","Low Weight Births","Count",1
"2004-2006","S01002269","Live Singleton Births","Count",34
"2007-2009","S01002269","Low Weight Births","Count",0
"2005-2007","S01002269","Live Singleton Births","Count",35
"2000-2002","S01002269","Low Weight Births","Count",1
"2008-2010","S01002269","Low Weight Births","Count",0
"2006-2008","S01002269","Live Singleton Births","Count",27
"2010-2012","S01002269","Low Weight Births","Ratio","3.33"
"2005-2007","S01002269","Low Weight Births","Ratio","2.86"
"2006-2008","S01002269","Low Weight Births","Ratio","3.7"
"2011-2013","S01002269","Low Weight Births","Ratio","3.33"
"2007-2009","S01002269","Low Weight Births","Ratio",0
"2008-2010","S01002269","Low Weight Births","Ratio",0
"2000-2002","S01002269","Low Weight Births","Ratio","2.63"
"2001-2003","S01002269","Low Weight Births","Ratio","3.57"
"2002-2004","S01002269","Low Weight Births","Ratio","4.35"
"2003-2005","S01002269","Low Weight Births","Ratio",0
"2009-2011","S01002269","Low Weight Births","Ratio","3.45"
"2004-2006","S01002269","Low Weight Births","Ratio","2.94"
"2007-2009","S01002270","Live Singleton Births","Count",56
"2008-2010","S01002270","Live Singleton Births","Count",76
"2001-2003","S01002270","Low Weight Births","Count",1
"2002-2004","S01002270","Low Weight Births","Count",1
"2009-2011","S01002270","Low Weight Births","Count",1
"2009-2011","S01002270","Live Singleton Births","Count",77
"2003-2005","S01002270","Low Weight Births","Count",1
"2010-2012","S01002270","Live Singleton Births","Count",82
"2000-2002","S01002270","Live Singleton Births","Count",26
"2004-2006","S01002270","Low Weight Births","Count",1
"2010-2012","S01002270","Low Weight Births","Count",2
"2011-2013","S01002270","Live Singleton Births","Count",77
"2001-2003","S01002270","Live Singleton Births","Count",19
"2005-2007","S01002270","Low Weight Births","Count",1
"2002-2004","S01002270","Live Singleton Births","Count",26
"2011-2013","S01002270","Low Weight Births","Count",2
"2003-2005","S01002270","Live Singleton Births","Count",38
"2006-2008","S01002270","Low Weight Births","Count",1
"2004-2006","S01002270","Live Singleton Births","Count",45
"2007-2009","S01002270","Low Weight Births","Count",1
"2005-2007","S01002270","Live Singleton Births","Count",41
"2000-2002","S01002270","Low Weight Births","Count",2
"2008-2010","S01002270","Low Weight Births","Count",0
"2006-2008","S01002270","Live Singleton Births","Count",47
"2010-2012","S01002270","Low Weight Births","Ratio","2.44"
"2005-2007","S01002270","Low Weight Births","Ratio","2.44"
"2006-2008","S01002270","Low Weight Births","Ratio","2.13"
"2011-2013","S01002270","Low Weight Births","Ratio","2.6"
"2007-2009","S01002270","Low Weight Births","Ratio","1.79"
"2008-2010","S01002270","Low Weight Births","Ratio",0
"2000-2002","S01002270","Low Weight Births","Ratio","7.69"
"2001-2003","S01002270","Low Weight Births","Ratio","5.26"
"2002-2004","S01002270","Low Weight Births","Ratio","3.85"
"2003-2005","S01002270","Low Weight Births","Ratio","2.63"
"2009-2011","S01002270","Low Weight Births","Ratio","1.3"
"2004-2006","S01002270","Low Weight Births","Ratio","2.22"
"2007-2009","S01002271","Live Singleton Births","Count",19
"2008-2010","S01002271","Live Singleton Births","Count",15
"2001-2003","S01002271","Low Weight Births","Count",0
"2002-2004","S01002271","Low Weight Births","Count",0
"2009-2011","S01002271","Low Weight Births","Count",0
"2009-2011","S01002271","Live Singleton Births","Count",12
"2003-2005","S01002271","Low Weight Births","Count",1
"2010-2012","S01002271","Live Singleton Births","Count",15
"2000-2002","S01002271","Live Singleton Births","Count",26
"2004-2006","S01002271","Low Weight Births","Count",1
"2010-2012","S01002271","Low Weight Births","Count",0
"2011-2013","S01002271","Live Singleton Births","Count",14
"2001-2003","S01002271","Live Singleton Births","Count",24
"2005-2007","S01002271","Low Weight Births","Count",1
"2002-2004","S01002271","Live Singleton Births","Count",21
"2011-2013","S01002271","Low Weight Births","Count",0
"2003-2005","S01002271","Live Singleton Births","Count",15
"2006-2008","S01002271","Low Weight Births","Count",0
"2004-2006","S01002271","Live Singleton Births","Count",15
"2007-2009","S01002271","Low Weight Births","Count",0
"2005-2007","S01002271","Live Singleton Births","Count",18
"2000-2002","S01002271","Low Weight Births","Count",0
"2008-2010","S01002271","Low Weight Births","Count",0
"2006-2008","S01002271","Live Singleton Births","Count",21
"2010-2012","S01002271","Low Weight Births","Ratio",0
"2005-2007","S01002271","Low Weight Births","Ratio","5.56"
"2006-2008","S01002271","Low Weight Births","Ratio",0
"2011-2013","S01002271","Low Weight Births","Ratio",0
"2007-2009","S01002271","Low Weight Births","Ratio",0
"2008-2010","S01002271","Low Weight Births","Ratio",0
"2000-2002","S01002271","Low Weight Births","Ratio",0
"2001-2003","S01002271","Low Weight Births","Ratio",0
"2002-2004","S01002271","Low Weight Births","Ratio",0
"2003-2005","S01002271","Low Weight Births","Ratio","6.67"
"2009-2011","S01002271","Low Weight Births","Ratio",0
"2004-2006","S01002271","Low Weight Births","Ratio","6.67"
"2007-2009","S01002272","Live Singleton Births","Count",14
"2008-2010","S01002272","Live Singleton Births","Count",14
"2001-2003","S01002272","Low Weight Births","Count",0
"2002-2004","S01002272","Low Weight Births","Count",0
"2009-2011","S01002272","Low Weight Births","Count",0
"2009-2011","S01002272","Live Singleton Births","Count",18
"2003-2005","S01002272","Low Weight Births","Count",0
"2010-2012","S01002272","Live Singleton Births","Count",28
"2000-2002","S01002272","Live Singleton Births","Count",14
"2004-2006","S01002272","Low Weight Births","Count",0
"2010-2012","S01002272","Low Weight Births","Count",0
"2011-2013","S01002272","Live Singleton Births","Count",34
"2001-2003","S01002272","Live Singleton Births","Count",13
"2005-2007","S01002272","Low Weight Births","Count",0
"2002-2004","S01002272","Live Singleton Births","Count",14
"2011-2013","S01002272","Low Weight Births","Count",1
"2003-2005","S01002272","Live Singleton Births","Count",16
"2006-2008","S01002272","Low Weight Births","Count",0
"2004-2006","S01002272","Live Singleton Births","Count",15
"2007-2009","S01002272","Low Weight Births","Count",0
"2005-2007","S01002272","Live Singleton Births","Count",15
"2000-2002","S01002272","Low Weight Births","Count",0
"2008-2010","S01002272","Low Weight Births","Count",0
"2006-2008","S01002272","Live Singleton Births","Count",16
"2010-2012","S01002272","Low Weight Births","Ratio",0
"2005-2007","S01002272","Low Weight Births","Ratio",0
"2006-2008","S01002272","Low Weight Births","Ratio",0
"2011-2013","S01002272","Low Weight Births","Ratio","2.94"
"2007-2009","S01002272","Low Weight Births","Ratio",0
"2008-2010","S01002272","Low Weight Births","Ratio",0
"2000-2002","S01002272","Low Weight Births","Ratio",0
"2001-2003","S01002272","Low Weight Births","Ratio",0
"2002-2004","S01002272","Low Weight Births","Ratio",0
"2003-2005","S01002272","Low Weight Births","Ratio",0
"2009-2011","S01002272","Low Weight Births","Ratio",0
"2004-2006","S01002272","Low Weight Births","Ratio",0
"2007-2009","S01002273","Live Singleton Births","Count",26
"2008-2010","S01002273","Live Singleton Births","Count",35
"2001-2003","S01002273","Low Weight Births","Count",2
"2002-2004","S01002273","Low Weight Births","Count",1
"2009-2011","S01002273","Low Weight Births","Count",0
"2009-2011","S01002273","Live Singleton Births","Count",40
"2003-2005","S01002273","Low Weight Births","Count",2
"2010-2012","S01002273","Live Singleton Births","Count",43
"2000-2002","S01002273","Live Singleton Births","Count",31
"2004-2006","S01002273","Low Weight Births","Count",2
"2010-2012","S01002273","Low Weight Births","Count",0
"2011-2013","S01002273","Live Singleton Births","Count",40
"2001-2003","S01002273","Live Singleton Births","Count",26
"2005-2007","S01002273","Low Weight Births","Count",2
"2002-2004","S01002273","Live Singleton Births","Count",26
"2011-2013","S01002273","Low Weight Births","Count",0
"2003-2005","S01002273","Live Singleton Births","Count",29
"2006-2008","S01002273","Low Weight Births","Count",0
"2004-2006","S01002273","Live Singleton Births","Count",31
"2007-2009","S01002273","Low Weight Births","Count",0
"2005-2007","S01002273","Live Singleton Births","Count",27
"2000-2002","S01002273","Low Weight Births","Count",2
"2008-2010","S01002273","Low Weight Births","Count",0
"2006-2008","S01002273","Live Singleton Births","Count",23
"2010-2012","S01002273","Low Weight Births","Ratio",0
"2005-2007","S01002273","Low Weight Births","Ratio","7.41"
"2006-2008","S01002273","Low Weight Births","Ratio",0
"2011-2013","S01002273","Low Weight Births","Ratio",0
"2007-2009","S01002273","Low Weight Births","Ratio",0
"2008-2010","S01002273","Low Weight Births","Ratio",0
"2000-2002","S01002273","Low Weight Births","Ratio","6.45"
"2001-2003","S01002273","Low Weight Births","Ratio","7.69"
"2002-2004","S01002273","Low Weight Births","Ratio","3.85"
"2003-2005","S01002273","Low Weight Births","Ratio","6.9"
"2009-2011","S01002273","Low Weight Births","Ratio",0
"2004-2006","S01002273","Low Weight Births","Ratio","6.45"
"2007-2009","S01002274","Live Singleton Births","Count",47
"2008-2010","S01002274","Live Singleton Births","Count",51
"2001-2003","S01002274","Low Weight Births","Count",2
"2002-2004","S01002274","Low Weight Births","Count",2
"2009-2011","S01002274","Low Weight Births","Count",0
"2009-2011","S01002274","Live Singleton Births","Count",55
"2003-2005","S01002274","Low Weight Births","Count",3
"2010-2012","S01002274","Live Singleton Births","Count",62
"2000-2002","S01002274","Live Singleton Births","Count",23
"2004-2006","S01002274","Low Weight Births","Count",2
"2010-2012","S01002274","Low Weight Births","Count",1
"2011-2013","S01002274","Live Singleton Births","Count",61
"2001-2003","S01002274","Live Singleton Births","Count",24
"2005-2007","S01002274","Low Weight Births","Count",2
"2002-2004","S01002274","Live Singleton Births","Count",26
"2011-2013","S01002274","Low Weight Births","Count",1
"2003-2005","S01002274","Live Singleton Births","Count",27
"2006-2008","S01002274","Low Weight Births","Count",3
"2004-2006","S01002274","Live Singleton Births","Count",33
"2007-2009","S01002274","Low Weight Births","Count",2
"2005-2007","S01002274","Live Singleton Births","Count",37
"2000-2002","S01002274","Low Weight Births","Count",0
"2008-2010","S01002274","Low Weight Births","Count",2
"2006-2008","S01002274","Live Singleton Births","Count",46
"2010-2012","S01002274","Low Weight Births","Ratio","1.61"
"2005-2007","S01002274","Low Weight Births","Ratio","5.41"
"2006-2008","S01002274","Low Weight Births","Ratio","6.52"
"2011-2013","S01002274","Low Weight Births","Ratio","1.64"
"2007-2009","S01002274","Low Weight Births","Ratio","4.26"
"2008-2010","S01002274","Low Weight Births","Ratio","3.92"
"2000-2002","S01002274","Low Weight Births","Ratio",0
"2001-2003","S01002274","Low Weight Births","Ratio","8.33"
"2002-2004","S01002274","Low Weight Births","Ratio","7.69"
"2003-2005","S01002274","Low Weight Births","Ratio","11.11"
"2009-2011","S01002274","Low Weight Births","Ratio",0
"2004-2006","S01002274","Low Weight Births","Ratio","6.06"
"2007-2009","S01002275","Live Singleton Births","Count",77
"2008-2010","S01002275","Live Singleton Births","Count",80
"2001-2003","S01002275","Low Weight Births","Count",1
"2002-2004","S01002275","Low Weight Births","Count",1
"2009-2011","S01002275","Low Weight Births","Count",4
"2009-2011","S01002275","Live Singleton Births","Count",73
"2003-2005","S01002275","Low Weight Births","Count",1
"2010-2012","S01002275","Live Singleton Births","Count",76
"2000-2002","S01002275","Live Singleton Births","Count",54
"2004-2006","S01002275","Low Weight Births","Count",3
"2010-2012","S01002275","Low Weight Births","Count",4
"2011-2013","S01002275","Live Singleton Births","Count",57
"2001-2003","S01002275","Live Singleton Births","Count",57
"2005-2007","S01002275","Low Weight Births","Count",4
"2002-2004","S01002275","Live Singleton Births","Count",56
"2011-2013","S01002275","Low Weight Births","Count",2
"2003-2005","S01002275","Live Singleton Births","Count",55
"2006-2008","S01002275","Low Weight Births","Count",4
"2004-2006","S01002275","Live Singleton Births","Count",65
"2007-2009","S01002275","Low Weight Births","Count",3
"2005-2007","S01002275","Live Singleton Births","Count",73
"2000-2002","S01002275","Low Weight Births","Count",2
"2008-2010","S01002275","Low Weight Births","Count",3
"2006-2008","S01002275","Live Singleton Births","Count",78
"2010-2012","S01002275","Low Weight Births","Ratio","5.26"
"2005-2007","S01002275","Low Weight Births","Ratio","5.48"
"2006-2008","S01002275","Low Weight Births","Ratio","5.13"
"2011-2013","S01002275","Low Weight Births","Ratio","3.51"
"2007-2009","S01002275","Low Weight Births","Ratio","3.9"
"2008-2010","S01002275","Low Weight Births","Ratio","3.75"
"2000-2002","S01002275","Low Weight Births","Ratio","3.7"
"2001-2003","S01002275","Low Weight Births","Ratio","1.75"
"2002-2004","S01002275","Low Weight Births","Ratio","1.79"
"2003-2005","S01002275","Low Weight Births","Ratio","1.82"
"2009-2011","S01002275","Low Weight Births","Ratio","5.48"
"2004-2006","S01002275","Low Weight Births","Ratio","4.62"
"2007-2009","S01002276","Live Singleton Births","Count",15
"2008-2010","S01002276","Live Singleton Births","Count",17
"2001-2003","S01002276","Low Weight Births","Count",0
"2002-2004","S01002276","Low Weight Births","Count",0
"2009-2011","S01002276","Low Weight Births","Count",0
"2009-2011","S01002276","Live Singleton Births","Count",14
"2003-2005","S01002276","Low Weight Births","Count",0
"2010-2012","S01002276","Live Singleton Births","Count",16
"2000-2002","S01002276","Live Singleton Births","Count",15
"2004-2006","S01002276","Low Weight Births","Count",0
"2010-2012","S01002276","Low Weight Births","Count",0
"2011-2013","S01002276","Live Singleton Births","Count",17
"2001-2003","S01002276","Live Singleton Births","Count",14
"2005-2007","S01002276","Low Weight Births","Count",0
"2002-2004","S01002276","Live Singleton Births","Count",12
"2011-2013","S01002276","Low Weight Births","Count",0
"2003-2005","S01002276","Live Singleton Births","Count",14
"2006-2008","S01002276","Low Weight Births","Count",0
"2004-2006","S01002276","Live Singleton Births","Count",18
"2007-2009","S01002276","Low Weight Births","Count",0
"2005-2007","S01002276","Live Singleton Births","Count",15
"2000-2002","S01002276","Low Weight Births","Count",0
"2008-2010","S01002276","Low Weight Births","Count",0
"2006-2008","S01002276","Live Singleton Births","Count",18
"2010-2012","S01002276","Low Weight Births","Ratio",0
"2005-2007","S01002276","Low Weight Births","Ratio",0
"2006-2008","S01002276","Low Weight Births","Ratio",0
"2011-2013","S01002276","Low Weight Births","Ratio",0
"2007-2009","S01002276","Low Weight Births","Ratio",0
"2008-2010","S01002276","Low Weight Births","Ratio",0
"2000-2002","S01002276","Low Weight Births","Ratio",0
"2001-2003","S01002276","Low Weight Births","Ratio",0
"2002-2004","S01002276","Low Weight Births","Ratio",0
"2003-2005","S01002276","Low Weight Births","Ratio",0
"2009-2011","S01002276","Low Weight Births","Ratio",0
"2004-2006","S01002276","Low Weight Births","Ratio",0
"2007-2009","S01002277","Live Singleton Births","Count",28
"2008-2010","S01002277","Live Singleton Births","Count",26
"2001-2003","S01002277","Low Weight Births","Count",5
"2002-2004","S01002277","Low Weight Births","Count",3
"2009-2011","S01002277","Low Weight Births","Count",0
"2009-2011","S01002277","Live Singleton Births","Count",34
"2003-2005","S01002277","Low Weight Births","Count",2
"2010-2012","S01002277","Live Singleton Births","Count",41
"2000-2002","S01002277","Live Singleton Births","Count",44
"2004-2006","S01002277","Low Weight Births","Count",1
"2010-2012","S01002277","Low Weight Births","Count",2
"2011-2013","S01002277","Live Singleton Births","Count",50
"2001-2003","S01002277","Live Singleton Births","Count",46
"2005-2007","S01002277","Low Weight Births","Count",2
"2002-2004","S01002277","Live Singleton Births","Count",43
"2011-2013","S01002277","Low Weight Births","Count",2
"2003-2005","S01002277","Live Singleton Births","Count",33
"2006-2008","S01002277","Low Weight Births","Count",2
"2004-2006","S01002277","Live Singleton Births","Count",32
"2007-2009","S01002277","Low Weight Births","Count",2
"2005-2007","S01002277","Live Singleton Births","Count",27
"2000-2002","S01002277","Low Weight Births","Count",4
"2008-2010","S01002277","Low Weight Births","Count",0
"2006-2008","S01002277","Live Singleton Births","Count",25
"2010-2012","S01002277","Low Weight Births","Ratio","4.88"
"2005-2007","S01002277","Low Weight Births","Ratio","7.41"
"2006-2008","S01002277","Low Weight Births","Ratio",8
"2011-2013","S01002277","Low Weight Births","Ratio",4
"2007-2009","S01002277","Low Weight Births","Ratio","7.14"
"2008-2010","S01002277","Low Weight Births","Ratio",0
"2000-2002","S01002277","Low Weight Births","Ratio","9.09"
"2001-2003","S01002277","Low Weight Births","Ratio","10.87"
"2002-2004","S01002277","Low Weight Births","Ratio","6.98"
"2003-2005","S01002277","Low Weight Births","Ratio","6.06"
"2009-2011","S01002277","Low Weight Births","Ratio",0
"2004-2006","S01002277","Low Weight Births","Ratio","3.13"
"2007-2009","S01002278","Live Singleton Births","Count",53
"2008-2010","S01002278","Live Singleton Births","Count",47
"2001-2003","S01002278","Low Weight Births","Count",1
"2002-2004","S01002278","Low Weight Births","Count",1
"2009-2011","S01002278","Low Weight Births","Count",3
"2009-2011","S01002278","Live Singleton Births","Count",43
"2003-2005","S01002278","Low Weight Births","Count",0
"2010-2012","S01002278","Live Singleton Births","Count",41
"2000-2002","S01002278","Live Singleton Births","Count",38
"2004-2006","S01002278","Low Weight Births","Count",0
"2010-2012","S01002278","Low Weight Births","Count",2
"2011-2013","S01002278","Live Singleton Births","Count",44
"2001-2003","S01002278","Live Singleton Births","Count",42
"2005-2007","S01002278","Low Weight Births","Count",0
"2002-2004","S01002278","Live Singleton Births","Count",42
"2011-2013","S01002278","Low Weight Births","Count",1
"2003-2005","S01002278","Live Singleton Births","Count",34
"2006-2008","S01002278","Low Weight Births","Count",0
"2004-2006","S01002278","Live Singleton Births","Count",35
"2007-2009","S01002278","Low Weight Births","Count",2
"2005-2007","S01002278","Live Singleton Births","Count",41
"2000-2002","S01002278","Low Weight Births","Count",1
"2008-2010","S01002278","Low Weight Births","Count",3
"2006-2008","S01002278","Live Singleton Births","Count",47
"2010-2012","S01002278","Low Weight Births","Ratio","4.88"
"2005-2007","S01002278","Low Weight Births","Ratio",0
"2006-2008","S01002278","Low Weight Births","Ratio",0
"2011-2013","S01002278","Low Weight Births","Ratio","2.27"
"2007-2009","S01002278","Low Weight Births","Ratio","3.77"
"2008-2010","S01002278","Low Weight Births","Ratio","6.38"
"2000-2002","S01002278","Low Weight Births","Ratio","2.63"
"2001-2003","S01002278","Low Weight Births","Ratio","2.38"
"2002-2004","S01002278","Low Weight Births","Ratio","2.38"
"2003-2005","S01002278","Low Weight Births","Ratio",0
"2009-2011","S01002278","Low Weight Births","Ratio","6.98"
"2004-2006","S01002278","Low Weight Births","Ratio",0
"2007-2009","S01002279","Live Singleton Births","Count",62
"2008-2010","S01002279","Live Singleton Births","Count",67
"2001-2003","S01002279","Low Weight Births","Count",1
"2002-2004","S01002279","Low Weight Births","Count",0
"2009-2011","S01002279","Low Weight Births","Count",3
